name,info,description,url
ALA 256. Innovator's Toolkit,(3). May not be repeated for credit.,"""What tools do I have in my toolbox and how can I use them to make an impact?"" This is the central question of The Innovator's Toolkit. By the end of this course, you will have worked to implement an innovative approach to a complex social problem related to the topic of water.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ALA&catalog=256', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ALA&catalog=256', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ALA&catalog=256', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ALA&catalog=256', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ALA&catalog=256', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ALA&catalog=256']"
ALA 260. Humanities Topics in ALA,(1 - 4). (HU). May be repeated for a maximum of 9 credits. May be elected more than once in the same term.,This course is intended to house Humanities courses that do not fit into any specific department or courses taught by non-LSA faculty from various units across the university.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ALA&catalog=260', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ALA&catalog=260', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ALA&catalog=260']"
ALA 261. Social Science Topics in ALA,(1 - 4). (SS). May be repeated for a maximum of 9 credits. May be elected more than once in the same term.,This course is intended to house Social Science courses that do not fit into any specific department or courses taught by non-LSA faculty from various units across the university.,[]
ALA 262. Natural Science Topics in ALA,(1 - 4). (NS). (BS). May be repeated for a maximum of 9 credits. May be elected more than once in the same term.,This course is intended to house Natural Science courses that do not fit into any specific department or courses taught by non-LSA faculty from various units across the university.,[]
ALA 264. Interdisciplinary Topics in ALA,(1 - 4). (ID). May be repeated for a maximum of 9 credits. May be elected more than once in the same term.,This course is intended to house Interdisciplinary courses that do not fit into any specific department or courses taught by non-LSA faculty from various units across the university.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ALA&catalog=264', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ALA&catalog=264', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ALA&catalog=264', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ALA&catalog=264', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ALA&catalog=264']"
ALA 270. Applied Liberal Arts Topics,Students cannot enroll if they have already completed 4 instances of ALA and/or UC 270. (Prerequisites enforced at registration.) (1 - 3). May be elected four times for credit. May be elected more than once in the same term.,This course examines select topics in applied liberal arts.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ALA&catalog=270', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ALA&catalog=270', 'SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=ALA&catalog=270', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=ALA&catalog=270', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ALA&catalog=270', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ALA&catalog=270', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=ALA&catalog=270', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ALA&catalog=270', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ALA&catalog=270']"
ALA 276. Student Leadership in Global Contexts,Consent of instructor required. (2). (EXPERIENTIAL). May be elected twice for credit. Offered mandatory credit/no credit.,"Refine your leadership and mentoring skills and take them abroad - Student Leadership in Global Contexts is designed to develop student facilitation and mentoring skills in the context of coleading study abroad programs. Through interactive activities, experiential learning, readings, and reflection exercises, students learn from peer experiences, analyze and gain understanding of intercultural dynamics, and learn how to mentor study abroad participants before and during on-site experiences.",['WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ALA&catalog=276']
ALA 284. Topics in Understanding Conflict through International Dialogue,Consent of instructor required. (3). May be elected twice for credit. May be elected more than once in the same term.,"This course offers a unique opportunity for students to engage in intercultural communication with college students in other parts of the world without having to leave the classroom. Intercultural exchange is conducted using written communications (online chatting and collaborative paper assignments) and ""face-to-face"" real time group discussions via video conference.",[]
ALA 285. Introduction to Intercultural Study,Consent of instructor required. (1). (EXPERIENTIAL). May be elected four times for credit. Offered mandatory credit/no credit.,"This interdisciplinary experiential course introduces students to intercultural learning. It prepares students to make the most of their off-campus field study opportunities through identifying and setting goals, developing skills for cross-cultural learning and adaptation, and formulating plans to put those skills to good use on site.",[]
ALA 286. Engaged Learning Abroad,Consent of instructor required. Students must be concurrently enrolled in an off-campus field learning experience. (1). (EXPERIENTIAL). May be elected four times for credit. Offered mandatory credit/no credit.,"This interdisciplinary experiential course is designed to assist students involved in intercultural field learning in developing skilled local interactions, identifying new learning and interactive possibilities on site, sharing strategies for handling conflicts, unexpected situations, and misunderstandings, and well as those for capitalizing on local field opportunities. Students learn how to cultivate the documentation and implementation of their own experiential growth and development in intercultural environments.",[]
ALA 287. Integrative Intercultural Study,Consent of instructor required. Immediate past participation in off-campus experiential field-learning opportunity. (EXPERIENTIAL). May be elected four times for credit. Offered mandatory credit/no credit.,"This interdisciplinary course is designed to assist students integrate what they have learned from their intercultural field experiences. It also helps students to build on acquired skills and experiences in academic and co-curricular programs on the Ann Arbor campus and to prepare for future academic, programmatic, and career pursuits.",[]
ALA 290 / COMM 290. Public Speaking in the Digital Age,(3). May not be repeated for credit. No credit granted to those who have completed or are enrolled in SM 101 - Public & Small Group Communication.,"This skills- and practice-based course, rooted in rhetorical theory, is designed to increase students' knowledge, understanding, and ability to use the fundamentals of oral communication for work and civic engagement. Students participate in lectures, discussions and activities, culminating in multiple presentations. Students leave this course as more confident, persuasive, and compelling speakers.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ALA&catalog=290', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ALA&catalog=290', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=ALA&catalog=290', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ALA&catalog=290', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ALA&catalog=290', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=ALA&catalog=290', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ALA&catalog=290']"
ALA 291 / COMM 291. Public Speaking:  World of Work,(3). May not be repeated for credit.,"This skills- and practice-based course is designed to increase your ability to use the fundamentals of oral communication in the world of work. You will participate in lectures, discussions and activities, which will build to a number of presentations, ranging from elevator speeches to sales pitches to business presentations to interviews.","['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ALA&catalog=291', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ALA&catalog=291']"
ALA 292 / COMM 292. Argumentation and Debate,(3). May not be repeated for credit.,"This course teaches students the fundamentals and art of argumentation. Students learn how to identify, critique and build arguments. Students will accrue public speaking skills, and learn how to convince various audiences. The capstone of this course is a series of team debates, demonstrating students' facility with argument and presentation.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ALA&catalog=292', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ALA&catalog=292']"
ALA 301. Tours of the Past,(1). (EXPERIENTIAL). May not be repeated for credit. No credit granted to those who have completed or are enrolled in UC 300. Offered mandatory credit/no credit.,"This 1-credit course presents ""behind-the-scenes"" tours of various U-M research facilities, museums, and libraries that center on scientific and historical study.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ALA&catalog=301', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ALA&catalog=301', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ALA&catalog=301']"
ALA 306 / WGS 305. Interdisciplinary and Intersectional LGBTQ Health,(3). (ID). (R&E). May not be repeated for credit.,"LGBTQ people face health disparities including cancer, HIV, depression, suicide, and more. Biological, sociological, and historical factors perpetuate them. Race and socioeconomic status play major roles in intragroup disparities. This course uses interdisciplinary approaches to understand historical and contemporary disparities, with special attention to racial disparities within the LGBTQ population.","['SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=ALA&catalog=306', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=ALA&catalog=306', 'SU 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2250&cgtype=ug&show=20&department=ALA&catalog=306']"
ALA 315. Popular Science,(3). (ID). May not be repeated for credit.,"This course is designed to equip students to read, understand, and critique popular science.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ALA&catalog=315', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ALA&catalog=315', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ALA&catalog=315', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ALA&catalog=315', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ALA&catalog=315']"
